;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96100;A wave of nationalism has begun to spread among the Mashriqi, fueled by their resentment over $COUNTRY_ADJ$ rule. Our governors in the region are understandably nervous, and report that we can expect major rebellions in the coming years unless we are very careful.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME96101;$COUNTRY_ADJ$ Self-Rule;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96101;We have been granted self-rule by our $FROMCOUNTRY_ADJ$ rulers.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96102;The Arab Revolt has begun, and many people in $CAPITAL$ are flying the revolt flag. They are demanding freedom from foreigner rule, and we will have difficulty keeping them under control... provided that's what we wish to do, of course.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME96105;The Bedouin Revolt;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96105;A wave of nationalism has begun to spread among the Bedouin, fueled by their resentment over $COUNTRY_ADJ$ rule. Our governors in the region are understandably nervous, and report that we can expect major rebellions in the coming years unless we are very careful.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME96106;Arab Uprising in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96106;We have received word of an uprising that has occurred in $PROVINCENAME$. A group of Mashriqi tribesman attacked the local $COUNTRY_ADJ$ garrison, and were quickly put down. The $PROVINCENAME$ governor made a point of displaying their bodies, hoping that would discourage others from following suit. It hasn't. Arab outrage has been fanned throughout $STATENAME$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME96107;Bedouin Uprising in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96107;We have received word of an uprising that has occurred in $PROVINCENAME$. A group of Bedouin tribesman attacked the local $COUNTRY_ADJ$ garrison, and were quickly put down. The $PROVINCENAME$ governor made a point of displaying their bodies, hoping that would discourage others from following suit. It hasn't. Bedouin outrage has been fanned throughout $STATENAME$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME96110;The House of Saud Returns;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96110;Abdul-Aziz, scion of the House of Saud, has returned from exile in Kuwait. Not only that, the man has managed to forge an alliance with the southern Bedouin tribes and retaken Riyadh. We must deal with ibn Saud quickly, lest he retake even more land and reverse our earlier victory over his house.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME96115;The Rule of Hedjaz;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96115;We have always been torn between our loyalty to Egypt and to the Ottoman Empire. The time has come to decide between them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME96120;The House of Rashid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96120;The House of Saud will never unite Arabia so long as the Emirate of Ha'il stands on our northern border. We must marshal our force and bring them to their knees.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME96121;The House of Saud;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96121;The House of Rashid will never unite Arabia so long as the Emirate of Nejd stands on our southern border. We must marshal our force and bring them to their knees.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME96165;Italian Unification;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96165;The Italians have managed to unify at long last, threatening $COUNTRY_ADJ$ interests in the region. We will have to decide whether it is in our best interests to object or to make friends with the new rulers. What has been done cannot now be undone, after all, and a united Italy could be a formidable enemy or a powerful $COUNTRY_ADJ$ ally.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME96170;Il Risorgimento;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96170;$COUNTRY$ has become the center of Italian nationalism, its people calling out for unification. Italian flags are flying in the streets of $CAPITAL$, and we must decide if we wish to support this call and bring all of Italy peacefully under our banner. If we refuse, our people will be upset... and it's unlikely the opportunity will arise again.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME96215;Indian Nationalists Victorious!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC96215;Nationalists have succeedeed in taking over $COUNTRY_ADJ$ colonies in India. Our governors have been driven out and our territory lost.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97000;The Revolution of Maria de Fonte;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97000;A growing dissatisfaction with the ruling government among Portugal's poor has grown into rebellion, spurred on by popular discontent with the prohibition against burials inside churches. The instigator of the initial riots is a woman by the name of Maria, and her nickname has come to be used to represent the rebellion-- which has a large contingent of peasant women among its supporters -- and which has been co-opted by revolutionaries in emulation of the rebellions elsewhere in Europe.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97001;Peasant Revolt in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97001;The Maria de Fonte rebellion has spread to $PROVINCENAME$, with the lower classes rising up in opposition to the ruling government. Many are calling for the government's resignation, and there are signs that Queen Maria II may engineer a coup to restore order.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97002;End of the Revolution;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97002;Portuguese forces have managed to restore order in the countryside, and the peasantry have been brought back under control. The danger of a royal coup has ended.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97003;The Emboscada;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97003;Spurred on by the spreading revolts in Portugal, Queen Maria II has suspended the constitution and installed a reactionary government presided over by João Francisco de Saldanha Oliveira e Daun, 1st Duke of Saldanha. This has served to spur on the country's liberals to outrage, and begun talk of civil war.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97006;The Occupation of Angola;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97006;Our forces are slowly pacifying the Angolan countryside. If we are fortunate, we will one day be able to connect our African colonies.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97007;The Occupation of Mozambique;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97007;Our forces are slowly pacifying the Mozambiquan countryside. If we are fortunate, we will one day be able to connect our African colonies.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97010;The Portuguese Colonies;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97010;We have received an ultimatum from $FROMCOUNTRY$: surrender our colonies between Angola and Mozambique or suffer the consequences. The Portuguese people feel this is an incredible betrayal by the $FROMCOUNTRY_ADJ$. They have traditionally been our ally, and now they are trying to bully our rightful colonial holdings out of us? It cannot be borne!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97011;$FROMCOUNTRY$ Has Agreed;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97011;$FROMCOUNTRY$ has agreed to our terms-- though they are unhappy about it.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97012;$FROMCOUNTRY$ Has Refused!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97012;$FROMCOUNTRY$ has refused our ultimatum, and all but dared $COUNTRY$ to take their colonies from them-- if we can.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97015;Regicide of King Carlos I;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97015;Upon returning to Lisbon from a brief trip abroad, King Carlos I and the royal family had their carriage fired upon by republican activists as they passed through the Terreiro do Paço. Three of the bullets struck and killed the King, while another fatally wounded the heir to the throne, Luis Filipe. During the turmoil, the police killed the assassins... but the King and the royal heir were not saved and were pronounced dead at the Naval Arsenal soon afterwards. Manuel, the king's youngest son, has been quickly acclaimed as the new King of Portugal.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
EVTNAME97020;The Republican Coup D'Etat;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97020;With the monarchy already weakened by the death of King Carlos, republican opponents have been able to gather considerable support in the capital. Members of the Carbonária, republican youth, and elements of the army have instigated a coup d'état in the palace. The young King Manuel and his family have reportedly escaped for exile to England, and only days later a new Portuguese Republic has been declared in Lisbon.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME97050;The Peru-Bolivian Confederation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97050;The confederation of Peru, South Peru and Bolivia represents a threat to our interests. If the confederation is given time to solidify, they could easily become a new powerhouse in South America-- and one that is no friend to $COUNTRY$. Thankfully there are signs that the confederation is unstable: the Peruvians chafe at the Bolivian leadership, and given enough incentive they might withdraw. If we act now, we might be able to stir our people against them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME97055;End of the Confederation?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97055;With the recent losses suffered by $COUNTRY_ADJ$ forces, confidence in the confederation has eroded. If we attempt to keep it together, we must do so by force.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97060;The Uruguayan Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97060;Brazil has traditionally held the right to intervene in Uruguayan internal affairs as it sees fit, but in recent months the conservative Blanco government has proven to be increasingly intransigent. The rebel leader of the liberal Colorados, Venancio Flores, has approached us with the offer of an alliance: place him in power and Brazil has a firm ally in Uruguay once again.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97061;The $FROMCOUNTRY_ADJ$ Ultimatum;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97061;After several recent political conflicts with Brazil, they have sent an ultimatum: place the rebel leader of the Colorados in charge of the government or there will be war. There are many in the government who feel that Brazil cannot be serious. Uruguay is no threat, and they would risk angering the Platine nations with an invasion? This insulting ultimatum should be refused, according to them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97062;Uruguay Rejects the Ultimatum;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97062;The Uruguayan government has rejected our demands. Perhaps they underestimate our willingness to see this matter to a swift end.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97065;We Must Submit;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97065;We have no choice but to submit to the Brazilian demands. The Colorados are victorious.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97066;The Blancos Have Surrendered;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97066;The government of Uruguay has given in to our demands.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97070;La Carta de la Esclavitud;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97070;General Juan José Flores, the president of the republic and considered by many to be its founder, has responded to his falling popularity by engaging in voting irregularities and seeking to annul the 1835 constitution in order to remain in power. This new constitution, nicknamed the 'Carta de la Esclavitud' (or the 'letter of slavery') would anger a great number of the country's liberal populace.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97075;The Era of Conservatism;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97075;Gabriel García Moreno, called the father of Ecuadorian conservatism, has risen to power during a time of crisis. To some, he is exactly what the country needs to see it through these troubled times. To others he is a tyrant. In either case, Moreno now rules Ecuador with an iron fist.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME97076;Settling Tarauaca;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97076;The jungles of Tarauaca lie in the heart of the Amazon, and rightfully belong to $COUNTRY$. Currently there are $COUNTRY_ADJ$ settlers eager for the opportunity to settle the region and have asked for the funds to assist them, though advisors say this may cause problems with neighboring states who also claim the territory.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97080;Occupation of Araucania;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97080;Chilean forces have occupied more of the lands in the southern continent. The pacification of the local natives is ongoing.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97085;Conquest of the Desert;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97085;Argentinian forces have occupied more of the lands in the southern continent. The pacification of the local natives is ongoing.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97086;Pacification of $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97086;Through the judicious use of force, confiscation of native lands and the introduction of roads and other vestiges of civilization, conditions in $PROVINCENAME$ have greatly improved. The native patagonians are proving to be contentious, but their numbers are far too few for us to worry about.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97090;The Argentina-Chile Border Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97090;Now that the lands of Araucania and Patagonia are fully settled, the Argentinians have approached us to work out a border treaty. They intend to claim the lands east of the Andes and are willing to concede the lands east of the Andes to us. If we do not come to an agreement, future conflict is almost guaranteed.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97100;$PROVINCECULTURE$ Rebellion in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97100;A dispute between local $PROVINCECULTURE$ leaders and $COUNTRY_ADJ$ officials in $PROVINCENAME$ has exploded into a riot, and the violence quickly spread throughout $STATENAME$. The $COUNTRY_ADJ$ army is stamping out the rebellion as best it can, but fears persist that this could develop into a much larger problem if it continues.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97105;Rebellion Agaist Foreign Rule;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97105;A dispute between $COUNTRY_ADJ$ aristocrats and a foreign governor has exploded into a riots in $CAPITAL$. Many $COUNTRY_ADJ$ citizens wish to see $COUNTRY$ freed from the yoke of its oppressor, and are ready to rise up and fight against the foreign armies that are sure to come. The idea that $COUNTRY$ may become a battleground pleases few, however.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
