;;;;;;;;;;;;;x,,,,,,,,
EVTDESC99000_NEWS_LONG;令人不安的消息从$COUNTRY$传出：一群自称“义和团”的中国民族主义者（西方人多以“拳民”称之）在$COUNTRY_ADJ$部分省份出现，他们的目的只有一个：不择手段地将外来势力驱逐。当前已经有值得警惕的外国人遇袭的报告，尽管已经有外国政府要求清政府尽速处理骚乱，但清政府到目前为止还什么都没做。有人怀疑清政府是在暗中支持拳民作乱，所以才向外国宣称没有什么他们可以帮忙的。;;;;;;;;;;;;x,,,,,,
EVTDESC99000_NEWS_MEDIUM;令人不安的消息从$COUNTRY$传出：一群自称“义和团”的中国民族主义者（西方人多以“拳民”称之）在$COUNTRY_ADJ$部分省份出现，他们的目的只有一个：不择手段地将外来势力驱逐。尽管已经有外国政府要求清政府尽速处理骚乱，但清政府到目前为止还什么都没做。;;;;;;;;;;;;x,,,,,,,
EVTDESC99000_NEWS_SHORT;令人不安的消息从$COUNTRY$传出：一群自称“义和团”的中国民族主义者（西方人多以“拳民”称之）在$COUNTRY_ADJ$部分省份出现，他们的目的只有一个：不择手段地将外来势力驱逐。;;;;;;;;;;;;x,,,,,,,,
EVTDESC99010_NEWS_LONG;中国民族主义者如潮水般涌入$COUNTRY_ADJ$首都$CAPITAL$。他们在这场扫除$COUNTRY_ADJ$西方势力的战争中，袭击目之所及的任何跟外国人有关的东西。更令人担忧的是，这群所谓的“拳民”已经围困了$CAPITAL$的使馆区，在那里居住着众多的外籍要人与商人。由于如此多的西方人的生命安全受到威胁，已经有人呼吁清政府保卫使馆区。如果他们不好好回应的话，将会被视为宣战之举，是与所有的列强为敌。;;;;;;;;;;;;x,,,,
EVTDESC99010_NEWS_MEDIUM;作乱的拳民如潮水般涌入$COUNTRY_ADJ$首都$CAPITAL$并围困了使馆区，在那里居住着众多的外籍要人与商人。由于如此多的西方人的生命安全受到威胁，已经有人紧急呼吁清政府保卫使馆区。;;;;;;;;;;;;x,,,,,,
EVTDESC99010_NEWS_SHORT;作乱的拳民如潮水般涌入$COUNTRY_ADJ$首都$CAPITAL$并围困了使馆区，在那里居住着众多的外籍要人与商人。已经有人紧急呼吁清政府保卫使馆区。;;;;;;;;;;;;x,,,,,,,
EVTDESC164599_NEWS_MEDIUM;革命军反抗$COUNTRY_ADJ$皇帝。随着抗议转化成骚乱，北洋军阀要求皇帝退位。$CAPITAL$的人群为这个消息欢呼。;;;;;;;;;;;;x,,,,,,,
EVTDESC164599_NEWS_SHORT;革命军反抗$COUNTRY_ADJ$皇帝。随着抗议转化成骚乱，北洋军阀要求皇帝退位。;;;;;;;;;;;;x,,,,,,,
EVTDESC164600_NEWS_LONG;革命会社在$COUNTRY$如雨后春笋般地冒了出来，其中几个会社组成了“中国同盟会”。他们的纲领是复兴中华，或者中国应该建立一个能够代表中华各族人民的共和国。这些革命者希望$COUNTRY$摆脱外国影响，而且不满足于等待$COUNTRY_ADJ$君主制改革。;;;;;;;;;;;;x,,,,,
EVTDESC164600_NEWS_MEDIUM;$COUNTRY$的几个革命会社组成了“中国同盟会”。他们的纲领是复兴中华，或者中国应该建立一个能够代表中华各族人民的共和国。;;;;;;;;;;;;x,,,,,,,
EVTDESC164600_NEWS_SHORT;$COUNTRY$的几个革命会社组成了“中国同盟会”，他们的纲领是复兴中华。;;;;;;;;;;;;x,,,,,,,
EVTDESC131709_NEWS_LONG;一名$COUNTRY_ADJ$醉酒水兵杀害一名中国人的事件扩大为清政府的危机。$COUNTRY$坚持水兵已被$COUNTRY_ADJ$法官审讯，宣称野蛮的中国司法系统会导致这些人得不到公正审讯。中国要求获得必要时处罚$COUNTRY_ADJ$公民的权力。对峙演化为抵制$COUNTRY_ADJ$商人，有可能会更糟。;;;;;;;;;;;;x,,,,,,
EVTDESC131709_NEWS_MEDIUM;一名$COUNTRY_ADJ$醉酒水兵杀害一名中国人的事件扩大为清政府的危机。对峙演化为抵制$COUNTRY_ADJ$商人，有可能会更糟。;;;;;;;;;;;;x,,,,,,,
EVTDESC131709_NEWS_SHORT;一名$COUNTRY_ADJ$醉酒水兵杀害一名中国人的事件扩大为与$FROMCOUNTRY_ADJ$政府的危机。;;;;;;;;;;;;x,,,,,,,,
EVTNAME1316083_NEWS_TITLE;不平等条约;;;;;;;;;;;;x,,,,,,,,
EVTDESC1316083_NEWS_LONG;$COUNTRY$政府今天与$FROMCOUNTRY$签订了历史性的条约，以特许开放$FROMCOUNTRY_ADJ$通商口岸、战争赔款和保证$COUNTRY_ADJ$商人在$FROMCOUNTRY_ADJ$领土的一些贸易特权等条款结束了这场战争。这被认为是$FROMCOUNTRY$难堪的失败。;;;;;;;;;;;;x,,,,,,
EVTDESC1316083_NEWS_MEDIUM;$COUNTRY$政府与$FROMCOUNTRY$缔结了历史性的不平等条约，最终以让步结束了战争。该战败事件被认为是$FROMCOUNTRY$史上的耻辱。;;;;;;;;;;;;x,,,,,,,
EVTDESC1316083_NEWS_SHORT;$COUNTRY$政府与$FROMCOUNTRY$缔结了历史性的不平等条约，最终以割让领土和贸易让步为代价结束了战争。;;;;;;;;;;;;x,,,,,,,
EVTDESC1316182_NEWS_LONG;清朝官员最近登上亚罗号，所有的报告都称当时船上升起了英国国旗。中国宣称事实并非如此，而且该船涉嫌走私和从事海盗活动，并仅仅要求英国人的事后登记。$FROMCOUNTRY$开始取缔遍布$FROMCOUNTRY$的鸦片贸易。英国政府对中国政府有意破坏英国在该地区的贸易利益怒不可遏，几欲开战。;;;;;;;;;;;;x,,,,,
EVTDESC1316182_NEWS_MEDIUM;清朝官员最近登上亚罗号，所有的报告都称当时船上升起了英国国旗。英国政府对中国政府有意破坏英国在该地区的贸易利益怒不可遏，几欲开战。;;;;;;;;;;;;x,,,,,,
EVTDESC1316182_NEWS_SHORT;清朝官员最近登上亚罗号，所有的报告都称当时船上升起了英国国旗。此次事件已经引发了与$COUNTRY$政府的冲突。;;;;;;;;;;;;x,,,,,,,
EVTDESC131713_NEWS_LONG;在与刚独立不久的西藏接触后，为了使两个敌对国达成共识，以使西藏能够在其领土范围内行使主权，$COUNTRY$与$FROMCOUNTRY$政府进行了谈判。虽然最终达成了协议，西藏的边境也得到了保障，但不难看出，$COUNTRY$此举的最终目的是为了加强对西藏的影响。;;;;;;;;;;;;x,,,,,,
EVTDESC131713_NEWS_MEDIUM;在与刚独立不久的西藏接触后，为了使两个敌对国达成共识，以使西藏能够在其领土范围内行使主权，$COUNTRY$与$FROMCOUNTRY$政府进行了谈判。;;;;;;;;;;;;x,,,,,,,
EVTDESC131713_NEWS_SHORT;在与看独立不久的西藏接触后，为了调解两国关系并最终达成协议，$COUNTRY$与$FROMCOUNTRY$政府进行了谈判。;;;;;;;;;;;;x,,,,,,,
EVTDESC131715_NEWS_LONG;$FROMCOUNTRY$的北洋陆军现代化建设已见成效，但军队的现代化不可避免地导致了$COUNTRY$的地方割据。手握军事力量，被称为“军阀”的将军们获得了国家大部分权力。他们虽同属北洋陆军，却同室干戈……更重要的是，$COUNTRY_ADJ$政府非常需要他们的力量。;;;;;;;;;;;;x,,
EVTDESC131715_NEWS_MEDIUM;$FROMCOUNTRY$的北洋陆军现代化建设已见成效，但军队的现代化不可避免地导致了$COUNTRY$的地方割据。手握军事力量，被称为“军阀”的将军们获得了国家大部分权力。;;;;;;;;;;;;x,,,,,
EVTDESC131715_NEWS_SHORT;$FROMCOUNTRY$的北洋陆军现代化建设已见成效，但军队的现代化不可避免地导致了国家权力被少数军事将领掌握，他们正对国家施加着巨大的政治影响。;;;;;;;;;;;;x,,,,,,,
EVTDESC131730_NEWS_LONG;$CAPITAL$的反政府运动以最终导致了$COUNTRY$内部权威的崩溃。一开始还只是几个边远地区的军阀宣布独立，最终却演变成北洋陆军最强大的军事领袖们的争权夺势。鹿失于野，最终的胜者将决定中国的命运。唯一可以确定的是，在不久的未来，整个国家都将被卷入战火硝烟之中。;;;;;;;;;;;;x,,,,,,,
EVTDESC131730_NEWS_MEDIUM;$CAPITAL$的反政府运动以最终导致了$COUNTRY$内部权威的崩溃。一开始还只是几个边远地区的军阀宣布独立，最终却演变成北洋陆军最强大的军事领袖们的争权夺势。;;;;;;;;;;;;x,,,,,,,,
EVTDESC131730_NEWS_SHORT;$CAPITAL$的反政府运动以最终导致了$COUNTRY$内部权威的崩溃，取而代之的是国家最强大的军事领袖们的争权夺势。;;;;;;;;;;;;x,,,,,,,
EVTDESC131745_NEWS_LONG;中国的军阀时代结束了，现在，新生的军阀们面临两个选择：向新的中国集权政府称臣或者战争。一位官员说：这是中国的光荣之日。至少，我们统一了，再也不用对西方的觊觎心慈手软。中国已屹立于世界民族之林。;;;;;;;;;;;;x,,,,,
EVTDESC131745_NEWS_MEDIUM;中国的军阀时代结束了，现在，新晋的军阀们面临两个选择：向新的中国集权政府称臣或者战争。;;;;;;;;;;;;x,,,,,,,
EVTDESC131745_NEWS_SHORT;中国的军阀时代结束了，现在，新晋的军阀们面临两个选择：向新的中国集权政府称臣或者战争。;;;;;;;;;;;;x,,,,,,,
EVTDESC160008_NEWS_LONG;在一场与满清统治者的战争中，太平军取得了让人目瞪口呆的胜利。据报道，金陵城已然涂炭，叛军在全国报复性地劫掠他们恨之入骨的清帝国贵族。现在的问题是：中国的明天将会如何？这些由神秘的洪秀全、他的冒牌基督教领导的太平军都是些什么人？一些国家正谨慎地与太平军接触，他们担心这样会导致该地区更多的暴力事件。;;;;;;;;;;;;x,,,,
EVTDESC160008_NEWS_MEDIUM;在一场与满清统治者的战争中，太平军取得了让人目瞪口呆的胜利。据报道，金陵城已然涂炭，叛军在全国报复性地劫掠他们恨之入骨的清帝国贵族。;;;;;;;;;;;;x,,,,,,
EVTDESC160008_NEWS_SHORT;太平军取得了胜利，金陵城已然涂炭。叛军在全国保报复性地结论他们恨之入骨的清帝国贵族。;;;;;;;;;;;;x,,,,,,,
EVTDESC160025_NEWS_LONG;洪秀全，太平天国起义的领袖，已死。现在，所谓的太平天国必须决定在没有他的领导下将何去何从。有些人说，权柄应该由洪秀全之子洪天贵福掌控。有些人相信适当的共和政体才是前进的方向。还有些人说洪秀全之死是太平天国天命已失的征兆，因此，必须将帝位归还给清王朝，当然，同时归还帝国南部由太平军牢固控制的领土。;;;;;;;;;;;;x,,
EVTDESC160025_NEWS_MEDIUM;洪秀全，太平天国起义的领袖，已死。现在，所谓的太平天国必须决定在没有他的领导下将何去何从。很多人认为权柄应该由洪秀全之子洪天贵福掌控。这会是太平天国内部冲突的初兆吗？;;;;;;;;;;;;x,,,,
EVTDESC160025_NEWS_SHORT;洪秀全，太平天国起义的领袖，已死。现在，所谓的太平天国必须决定在没有他的领导下将何去何从。;;;;;;;;;;;;x,,,,,,
EVTDESC160026_NEWS_LONG;随着大陆失陷并落于$COUNTRY$之手，$COUNTRY$现在仅剩他们在台湾的大本营了。政府官员们早已大批地逃向台湾，并在台北建立新的流亡政府首都。他们将如何在这座岛屿上维护自己的自由依然不明朗，但唯一可以确定的是，他们再也不可能光复他们曾经横行并征服过的$COUNTRY$。;;;;;;;;;;;;x,,,,,
EVTDESC160026_NEWS_MEDIUM;随着大陆失陷并落于$COUNTRY$之手，$COUNTRY$现在仅剩他们在台湾的大本营了。政府官员们早已大批地逃向台湾，并在台北建立新的流亡政府首都。;;;;;;;;;;;;x,,,,,,
EVTDESC160026_NEWS_SHORT;随着大陆失陷并落于$COUNTRY$之手，$COUNTRY$现在仅剩他们在台湾的大本营了，在台湾，他们建立了新的流放政府首都——台北。;;;;;;;;;;;;x,,,,,,,
EVTDESC190461_NEWS_LONG;$COUNTRY_ADJ$发掘指挥递给我们的记者的一张被揉成一团的纸上这么写道：“我看到了阿伽门农的面容。”经过数个月的搜寻，他的队伍终于找到了这座位于迈锡尼的古墓，据当地人称，著名的阿伽门农安息于此，而他的合葬品则正是更加著名的阿伽门农葬礼面具。这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$发掘局巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,
EVTDESC190461_NEWS_MEDIUM;一支$COUNTRY_ADJ$发掘队近期发现了一座位于迈锡尼的古墓，阿伽门农和他的葬礼面具安息于此。这一发现带给了$COUNTRY_ADJ$发掘局巨大的国际关注，并必然会促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC190461_NEWS_SHORT;一支$COUNTRY_ADJ$发掘队发现了阿伽门农的安葬地。这一发现取得了巨大的国际关注，并将促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTNAME1904612_NEWS_TITLE;米诺斯国王的宫殿被发现;;;;;;;;;;;;x,,,,,,,,
EVTDESC1904612_NEWS_LONG;在$COUNTRY$最著名的考古学队伍之一在克里特开始他们的工作之前,古代克里特文化仅模糊地现于古典希腊神话中。经过几个月的系统性发掘后，考古队终于发现了位于克诺索斯附近的一个复合建筑，据$COUNTRY_ADJ$考古队指挥称，这似乎是米诺斯王宫殿的地基。这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$发掘局巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,
EVTDESC1904612_NEWS_MEDIUM;一支$COUNTRY_ADJ$发掘队在克里特岛发现了一个位于克诺索斯附近的复合建筑，该建筑有可能是米诺斯宫殿的地基。这发现带给了$COUNTRY_ADJ$发掘局巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1904612_NEWS_SHORT;一支$COUNTRY_ADJ$发掘队在克里特岛发现了一个位于克诺索斯附近的复合建筑。这一发现获得了巨大的国际关注并将促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905101_NEWS_TITLE;尼安德特人遗址被发现;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905101_NEWS_LONG;一只科考队在德国杜塞尔多夫附近发现了远古人类祖先的遗骨。据$COUNTRY_ADJ$科考队指挥称，这种“尼安德特人”似乎是一种早已灭绝的与现代人类有关的人属物种或亚种。由于过去科学家从来没有见过与此类似的遗骨，这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,
EVTDESC1905101_NEWS_MEDIUM;一支科考队在德国杜塞尔多夫附近发现了远古人类祖先的遗骨，这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905101_NEWS_SHORT;$COUNTRY_ADJ$科学家在德国杜塞尔多夫附近发现了远古人类祖先的遗骨，这一发现获得了巨大的国际关注并将促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905201_NEWS_TITLE;直立人被发现;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905201_NEWS_LONG;一只科考队在印度洋爪哇岛发现了远古人类祖先的遗骨。据$COUNTRY_ADJ$科考队指挥称，这种“直立人”可能是生活在亚洲或者非洲的人属物种，并最终进化为“智人”。由于科学界此前对这种远古遗骨一无所知，这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,
EVTDESC1905201_NEWS_MEDIUM;一只$COUNTRY_ADJ$科考队在印度洋爪哇岛发现了远古人类祖先的遗骨。这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905201_NEWS_SHORT;$COUNTRY_ADJ$科学家在印度洋爪哇岛发现了远古人类祖先的遗骨，这一发现获得了巨大的国际关注并将促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTNAME1905301_NEWS_TITLE;科学家发现南方古猿人;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905301_NEWS_LONG;$COUNTRY_ADJ$科学家在南非附近的汤恩发现了一个奇怪的古猿幼儿头骨。据$COUNTRY_ADJ$科学家领袖称，“非洲南方古猿”或者我们记者所谓的“汤恩小孩”可能是人属祖先的一支后裔。由于科学界此前对这种远古遗骨一无所知，这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,
EVTDESC1905301_NEWS_MEDIUM;$COUNTRY_ADJ$科学家在南非附近的汤恩发现了一个奇怪的古猿幼儿头骨。这一举世闻名的发现带给了位于$CAPITAL$的$COUNTRY_ADJ$全国科技委员会巨大的国际关注，并必然会促进在该领域更加深入的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1905301_NEWS_SHORT;$COUNTRY_ADJ$科学家在南非附近的汤恩发现了一个奇怪的古猿幼儿头骨。这一发现获得了巨大的国际关注并将促进进一步的研究。;;;;;;;;;;;;x,,,,,,,,
EVTDESC800065_NEWS_LONG;最近的新闻揭示了$CAPITAL$的$COUNTRY$大使馆的紧张对峙，起因是$FROMCOUNTRY$被指控在$COUNTRY_ADJ$一边境城市散播意识形态宣传。一位官员叱喝道：“这是对$COUNTRY$主权的严重践踏！他们正在资助犯罪和叛乱，怂恿他们颠覆我们的政府！$FROMCOUNTRY_ADJ$政府至今都未作出书面回应，但很明显，他们正在策动战争！$COUNTRY$难道要坐以待毙吗？答案是：不！”;;;;;;;;;;;;x,,,,,
EVTDESC800065_NEWS_MEDIUM;最近的新闻揭示了$CAPITAL$的$COUNTRY$大使馆的紧张对峙，起因是$FROMCOUNTRY$被指控在$COUNTRY_ADJ$一边境城市散播意识形态宣传。一位官员叱喝道：“这是对$COUNTRY$主权的严重践踏！”;;;;;;;;;;;;x,,,,,,,
EVTDESC800065_NEWS_SHORT;最近的新闻揭示了$CAPITAL$的$COUNTRY$大使馆的紧张对峙，起因是$FROMCOUNTRY$被指控在$COUNTRY_ADJ$一边境城市散播意识形态宣传。;;;;;;;;;;;;x,,,,,,,
EVTNAME800077_NEWS_TITLE;$YEAR$年$COUNTRY$-$FROMCOUNTRY$峰会;;;;;;;;;;;;x,,,,,,,,
EVTDESC800077_NEWS_LONG;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议取得了成功。$FROMCOUNTRY$代表团的一位成员说道：“甚至比我们预期中的还要好。”会议达成了几项重要的贸易协定，但更重要的是达成了一项军事合作协定。两国之间的新盟约预示着新时期的来临。然而，一些怀疑者声称，这不大可能影响到长远的局势发展。对此，政府评论道：“随他们去说吧,我们都明白一旦$COUNTRY$处于真正的威胁中，$FROMCOUNTRY$将袖手旁观。;;;;;;;;;;;;x,,,
EVTDESC800077_NEWS_MEDIUM;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议取得了成功。$FROMCOUNTRY$代表团的一位成员说道：“甚至比我们预期中的还要好。”;;;;;;;;;;;;x,,,,,,,
EVTDESC800077_NEWS_SHORT;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议取得了成功。;;;;;;;;;;;;x,,,,,,,,
EVTDESC800078_NEWS_LONG;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议并未取得到重要共识。虽然两国在军事合作方面多次交换了意见，但据报道称，会议因在贸易和历史遗留问题上的意见不合而陷入困境。“也许我们之间有太多嫌隙，”一位官员评论道“或者仅仅是没有足够的改善现状的政治意愿。”$FROMCOUNTRY$代表团离开了首都并承诺不久后会再次访问。;;;;;;;;;;;;x,,,,,
EVTDESC800078_NEWS_MEDIUM;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议并未取得到重要共识。据报道称，旨在增进合作的谈判被贸易和历史遗留问题阻碍。;;;;;;;;;;;;x,,,,,,,,
EVTDESC800078_NEWS_SHORT;从$CAPITAL$发出的有关$FROMCOUNTRY$与$COUNTRY$官员之间的高级会议的报道指出，两个大国间的首脑会议并未取得到重要共识。;;;;;;;;;;;;x,,,,,,,,
EVTNAME800090_NEWS_TITLE;$FROMCOUNTRY_ADJ$事件升级;;;;;;;;;;;;x,,,,,,,,
EVTDESC800090_NEWS_LONG;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的争执已经演变成了$COUNTRY$一个全面的外交事件。尽管$FROMCOUNTRY$已经道歉并提供赔款，$COUNTRY$政府还是坚持$FROMCOUNTRY$有关间谍活动和与$COUNTRY$敌人勾结的声明。问题仍未解决，很多人都觉得$COUNTRY$已经失去了理智，战争似乎不可避免。;;;;;;;;;;;;x,,,,,,
EVTDESC800090_NEWS_MEDIUM;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的争执已经演变成了$COUNTRY$一个全面的外交事件。尽管$FROMCOUNTRY$已经道歉并提供赔款，$COUNTRY$政府还是坚持$FROMCOUNTRY$有关间谍活动和与$COUNTRY$敌人勾结的声明。;;;;;;;;;;;;x,,,,,,,
EVTDESC800090_NEWS_SHORT;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的争执已经演变成了$COUNTRY$一个全面的外交事件。很多人都害怕战争将不可避免。;;;;;;;;;;;;x,,,,,,,,
EVTNAME800091_NEWS_TITLE;$FROMCOUNTRY_ADJ$事件解决;;;;;;;;;;;;x,,,,,,,,
EVTDESC800091_NEWS_LONG;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$的事件会演变成$COUNTRY$全面的外交事件，然而这一事件似乎在事态升级前被解决了。对于$COUNTRY$来说，首要的顾虑是$FROMCOUNTRY$有可能牵涉到针对$COUNTRY$的间谍活动，但是$COUNTRY$已经接受了$FROMCOUNTRY$的绝无此事的保证。虽然此事使得两国关系冷淡，但绝大多数官员都确信没有必要展开战争。;;;;;;;;;;;;x,,,,,
EVTDESC800091_NEWS_MEDIUM;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$的事件会演变成$COUNTRY$全面的外交事件，然而这一事件似乎在事态升级前被解决了。虽然此事使得两国关系冷淡，但绝大多数官员都确信没有必要展开战争。;;;;;;;;;;;;x,,,,,,
EVTDESC800091_NEWS_SHORT;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$的事件会演变成$COUNTRY$全面的外交事件，但此时似乎已经和平解决了。;;;;;;;;;;;;x,,,,,,,
EVTDESC800092_NEWS_LONG;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的外交事件已经演变成了两个大国之间的唇枪舌战。对于此外交事件，$FROMCOUNTRY$拒绝对此事件负责，并声称此事是一个独立事件，而$COUNTRY$则愤怒地指控$FROMCOUNTRY$的间谍活动。外部观察家似乎相信$COUNTRY$可能是对的，但$FROMCOUNTRY$至今拒绝让步，因此，该事件逐步升级到了公开冲突似乎已不可避免的程度。;;;;;;;;;;;;x,,,,,,
EVTDESC800092_NEWS_MEDIUM;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的外交事件已经演变成了两个大国之间的唇枪舌战。外部观察家似乎相信$COUNTRY$可能是对的，但$FROMCOUNTRY$至今拒绝让步，因此，该事件逐步升级到了公开冲突似乎已不可避免的程度。;;;;;;;;;;;;x,,,,,,,
EVTDESC800092_NEWS_SHORT;近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆发生的外交事件已经演变成了两个大国之间的唇枪舌战，很多人担心公开冲突可能以不可避免。;;;;;;;;;;;;x,,,,,,,
EVTDESC800093_NEWS_LONG;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆的外交事件会导致两个大国间的战争，但似乎事件并没有进一步升级。$FROMCOUNTRY$最初的反应是拒绝道歉，并声称与此事无关，虽然$COUNTRY$最初拒绝接受这一回应，但最终还是被迫承认他们没有足够的证据。虽然此事使得两国关系冷淡，但至少一位官员表达了他的放松之情：至少这意味着避免了战争。;;;;;;;;;;;;x,,,,
EVTDESC800093_NEWS_MEDIUM;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆的外交事件会导致两个大国间的战争，但似乎事件并没有进一步升级。虽然此事使得两国关系冷淡，但目前为止进一步的冲突已不太可能。;;;;;;;;;;;;x,,,,,,
EVTDESC800093_NEWS_SHORT;虽然很多人害怕近期在位于$CAPITAL$的$FROMCOUNTRY$大使馆的外交事件会导致两个大国间的战争，但似乎事件并没有进一步升级。;;;;;;;;;;;;x,,,,,,,
EVTNAME8001160_NEWS_TITLE;$COUNTRY_ADJ$君主制遭受质疑;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8001160_NEWS_LONG;在自由主义的光辉启蒙下，“君权神授”正日渐受到批评。这样的描述特别适合君主专制国$COUNTRY$，这样的国家在现在已经不多了。最近，一家著名的$COUNTRY_ADJ$报纸发表了一篇高调的文章，公开批评$COUNTRY_ADJ$君主政体和“威胁着国家未来的落后专制君主”。批评的声音已经意识到，如果自由出版界继续这样煽动，君主政体将会灭亡。;;;;;;;;;;;;;x,,,,,,
EVTDESC8001160_NEWS_MEDIUM;为了反对“君权神授”一家$COUNTRY_ADJ$报社公开批评了该国“威胁着国家未来的落后专制君主”。批评的声音已经意识到，如果自由出版界继续这样煽动，君主政体将会灭亡。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8001160_NEWS_SHORT;一家$COUNTRY_ADJ$报社公开批评了该国“落后的专制君主”。批评的声音意识到如果自由出版界继续煽动，君主政体将会灭亡。;;;;;;;;;;;;;x,,,,,,,,
EVTNAME800118_NEWS_TITLE;$COUNTRY_ADJ$君主制遭受威胁;;;;;;;;;;;;;x,,,,,,,,
EVTDESC800118_NEWS_LONG;随着$COUNTRY$首都批评“君权神授”和“威胁着国家未来的落后专制君主”的大规模示威活动，事态现在可能已经失去控制了。$COUNTRY_ADJ$警察已发现证据表明存在一个旨在颠覆君主专制的秘密社会团体。由于至今所有措施都未能平息这场危机，皇家顾问已经提出建议采取更直接、更现实的行动。提议能否奏效，我们拭目以待。;;;;;;;;;;;;;x,,,,,,
EVTDESC800118_NEWS_MEDIUM;随着首都的示威行动，$COUNTRY_ADJ$警察已发现证据表明存在一个旨在颠覆君主专制的秘密社会团体。由于至今所有措施都未能平息这场危机，皇家顾问已经提出建议采取更直接、更现实的行动。;;;;;;;;;;;;;x,,,,,,,
EVTDESC800118_NEWS_SHORT;$COUNTRY_ADJ$警察已发现证据表明存在一个旨在推翻专制君主的密谋。由于至今为止无效的维稳措施，皇室顾问提议采取进一步行动。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010011_NEWS_LONG;“可能会有大范围的农产品短缺”这个爱尔兰传来的坏消息抓住了全国的心，并且定下了饥荒的基调。虽然对于问题的严重程度，不同的报道众说纷纭，但由于块茎类食物在爱尔兰食谱中的重要性，传言“枯萎病导致了所有收获的马铃薯都无法食用”还是为有些人所谓的“不幸的开端”做好了准备。面对这些报道，$FROMCOUNTRY$回应道：至今无法确定事态究竟如何。很多人开始怀疑事态将如何发展。;;;;;;;;;;;;x,,,,,,
EVTDESC1010011_NEWS_MEDIUM;爱尔兰传来的农产品短缺的消息为这座岛屿定下了饥荒的基调，更有传言表明所有收获的马铃薯都无法食用。面对这些报道，$FROMCOUNTRY$回应道：至今无法确定事态究竟如何。很多人开始怀疑事态将如何发展。;;;;;;;;;;;;x,,,,,,,
EVTDESC1010011_NEWS_SHORT;爱尔兰传来了农业歉收并将导致饥荒的报道。随着传言称所有收成都无法食用，民众开始请求政府采取行动。;;;;;;;;;;;;x,,,,,,,
